count: 600
a_0 = 0.400367

n	a_n	b_n	
1	0.00163729	-0.000950909
2	-0.00267591	0.000493819
3	0.00158444	0.000144736
4	-0.00206729	0.00103558
5	0.00288962	-0.000226458
6	-0.00286137	0.000630697
7	0.00452608	-0.000160323
8	-0.00555595	0.00140676
9	0.00753282	-0.00191217
10	0.0495817	-0.0250281
11	-0.00784916	-0.000608615
12	0.00204671	0.000307025
13	-0.00300231	0.00062261
14	0.00227426	-0.00103804
15	-0.00139629	0.000579325
16	0.00158434	-0.000831594
17	-0.00129967	-0.000750732
18	-0.000401395	-0.000447947
19	0.00107103	-0.00124238
20	0.00282332	-0.00135522



----------data----------------

-0.22	0.38
-0.21	0.4
-0.2	0.4
-0.19	0.4
-0.18	0.4
-0.17	0.42
-0.16	0.42
-0.15	0.42
-0.14	0.42
-0.13	0.44
-0.12	0.44
-0.11	0.44
-0.1	0.44
-0.09	0.46
-0.08	0.46
-0.07	0.46
-0.06	0.46
-0.05	0.46
-0.04	0.46
-0.03	0.46
-0.02	0.46
-0.01	0.46
-1.96752e-14	0.44
0.01	0.44
0.02	0.44
0.03	0.44
0.04	0.44
0.05	0.42
0.06	0.42
0.07	0.42
0.08	0.4
0.09	0.4
0.1	0.4
0.11	0.4
0.12	0.4
0.13	0.38
0.14	0.38
0.15	0.38
0.16	0.36
0.17	0.36
0.18	0.36
0.19	0.36
0.2	0.36
0.21	0.36
0.22	0.36
0.23	0.36
0.24	0.34
0.25	0.36
0.26	0.36
0.27	0.36
0.28	0.34
0.29	0.36
0.3	0.36
0.31	0.36
0.32	0.36
0.33	0.36
0.34	0.36
0.35	0.38
0.36	0.38
0.37	0.4
0.38	0.38
0.39	0.38
0.4	0.4
0.41	0.4
0.42	0.4
0.43	0.4
0.44	0.42
0.45	0.42
0.46	0.42
0.47	0.42
0.48	0.42
0.49	0.44
0.5	0.44
0.51	0.44
0.52	0.44
0.53	0.46
0.54	0.46
0.55	0.46
0.56	0.46
0.57	0.46
0.58	0.46
0.59	0.46
0.6	0.46
0.61	0.44
0.62	0.44
0.63	0.44
0.64	0.44
0.65	0.44
0.66	0.42
0.67	0.42
0.68	0.42
0.69	0.42
0.7	0.4
0.71	0.4
0.72	0.4
0.73	0.4
0.74	0.38
0.75	0.38
0.76	0.36
0.77	0.36
0.78	0.36
0.79	0.36
0.8	0.36
0.81	0.36
0.82	0.34
0.83	0.36
0.84	0.34
0.85	0.36
0.86	0.34
0.87	0.36
0.88	0.36
0.89	0.36
0.9	0.36
0.91	0.36
0.92	0.36
0.93	0.36
0.94	0.36
0.95	0.36
0.96	0.38
0.97	0.38
0.98	0.38
0.99	0.38
1	0.4
1.01	0.4
1.02	0.4
1.03	0.4
1.04	0.4
1.05	0.42
1.06	0.42
1.07	0.42
1.08	0.42
1.09	0.44
1.1	0.44
1.11	0.44
1.12	0.44
1.13	0.46
1.14	0.46
1.15	0.46
1.16	0.46
1.17	0.46
1.18	0.46
1.19	0.46
1.2	0.46
1.21	0.46
1.22	0.46
1.23	0.46
1.24	0.44
1.25	0.44
1.26	0.44
1.27	0.42
1.28	0.42
1.29	0.42
1.3	0.4
1.31	0.4
1.32	0.4
1.33	0.4
1.34	0.38
1.35	0.38
1.36	0.38
1.37	0.36
1.38	0.36
1.39	0.36
1.4	0.36
1.41	0.36
1.42	0.36
1.43	0.34
1.44	0.34
1.45	0.34
1.46	0.34
1.47	0.36
1.48	0.36
1.49	0.34
1.5	0.34
1.51	0.36
1.52	0.36
1.53	0.36
1.54	0.36
1.55	0.36
1.56	0.38
1.57	0.38
1.58	0.38
1.59	0.38
1.6	0.38
1.61	0.4
1.62	0.4
1.63	0.4
1.64	0.4
1.65	0.42
1.66	0.4
1.67	0.42
1.68	0.42
1.69	0.44
1.7	0.44
1.71	0.44
1.72	0.44
1.73	0.44
1.74	0.46
1.75	0.46
1.76	0.46
1.77	0.46
1.78	0.46
1.79	0.46
1.8	0.46
1.81	0.46
1.82	0.46
1.83	0.46
1.84	0.44
1.85	0.44
1.86	0.44
1.87	0.44
1.88	0.42
1.89	0.42
1.9	0.42
1.91	0.4
1.92	0.4
1.93	0.4
1.94	0.4
1.95	0.38
1.96	0.38
1.97	0.38
1.98	0.38
1.99	0.36
2	0.36
2.01	0.36
2.02	0.36
2.03	0.36
2.04	0.34
2.05	0.36
2.06	0.36
2.07	0.36
2.08	0.34
2.09	0.34
2.1	0.34
2.11	0.36
2.12	0.36
2.13	0.36
2.14	0.36
2.15	0.36
2.16	0.36
2.17	0.36
2.18	0.36
2.19	0.38
2.2	0.38
2.21	0.38
2.22	0.4
2.23	0.4
2.24	0.4
2.25	0.4
2.26	0.4
2.27	0.4
2.28	0.42
2.29	0.44
2.3	0.42
2.31	0.42
2.32	0.44
2.33	0.44
2.34	0.44
2.35	0.44
2.36	0.44
2.37	0.46
2.38	0.44
2.39	0.46
2.4	0.46
2.41	0.46
2.42	0.46
2.43	0.46
2.44	0.46
2.45	0.46
2.46	0.44
2.47	0.44
2.48	0.44
2.49	0.42
2.5	0.42
2.51	0.42
2.52	0.42
2.53	0.4
2.54	0.4
2.55	0.4
2.56	0.4
2.57	0.38
2.58	0.38
2.59	0.38
2.6	0.38
2.61	0.4
2.62	0.36
2.63	0.36
2.64	0.36
2.65	0.36
2.66	0.36
2.67	0.36
2.68	0.34
2.69	0.34
2.7	0.34
2.71	0.34
2.72	0.34
2.73	0.36
2.74	0.34
2.75	0.36
2.76	0.36
2.77	0.36
2.78	0.36
2.79	0.36
2.8	0.36
2.81	0.38
2.82	0.38
2.83	0.38
2.84	0.4
2.85	0.4
2.86	0.4
2.87	0.4
2.88	0.4
2.89	0.42
2.9	0.42
2.91	0.42
2.92	0.42
2.93	0.44
2.94	0.44
2.95	0.44
2.96	0.44
2.97	0.46
2.98	0.46
2.99	0.46
3	0.46
